Gene_set,Term,Overlap,P-value,Adjusted P-value,Old P-value,Old Adjusted P-value,Odds Ratio,Combined Score,Genes
KEGG_2019_Mouse,Collecting duct acid secretion,2/27,0.9242290892567964,0.9999956867632058,0,0,0.4612737127371273,0.0363462033330859,CAR2;ATP6V0D2
KEGG_2019_Mouse,Graft-versus-host disease,6/64,0.9260926288628094,0.9999956867632058,0,0,0.5961259533055725,0.0457711576520065,H2-T24;H2-T22;H2-BL;KLRA7;H2-Q2;H2-Q1
KEGG_2019_Mouse,Ether lipid metabolism,4/47,0.9313256361009172,0.9999956867632058,0,0,0.5361608198659834,0.0381458545774853,TMEM86B;CEPT1;SELENOI;PAFAH2
KEGG_2019_Mouse,Toll-like receptor signaling pathway,10/99,0.9333610347654376,0.9999956867632058,0,0,0.6471742183683439,0.0446311997633114,CXCL11;CXCL9;IRF3;STAT1;FADD;TICAM1;TLR5;IKBKE;TIRAP;MAP2K6
KEGG_2019_Mouse,Gastric acid secretion,7/74,0.9345299214253594,0.9999956867632058,0,0,0.6019427801609529,0.0407585291905399,CAR2;ADCY9;KCNJ10;KCNJ15;ATP1A3;KCNJ16;MYLK4
KEGG_2019_Mouse,Toxoplasmosis,11/108,0.9369970121796444,0.9999956867632058,0,0,0.6530926083560151,0.0425001226099009,CIITA;STAT1;CASP3;PPIF;CYCT;XIAP;HSPA2;TYK2;CCR5;HSPA1B;MAP2K6
KEGG_2019_Mouse,Cocaine addiction,4/48,0.938133551551474,0.9999956867632058,0,0,0.523944530046225,0.0334606491189484,GRIN3B;MAOB;ATF6B;MAOA
KEGG_2019_Mouse,Non-small cell lung cancer,6/66,0.9383056623169062,0.9999956867632058,0,0,0.5761872455902307,0.0366913255291027,CCND1;CDK4;TRP53;ERBB2;RARB;RXRG
KEGG_2019_Mouse,Pathways in cancer,67/535,0.9414871087771016,0.9999956867632058,0,0,0.8220804135248195,0.0495670287705366,CKS1B;GNGT1;SHH;TFG;HEY1;CCND1;CASP3;SKP2;APC2;IL15RA;WNT5B;WNT5A;WNT9B;AXIN2;MSH6;ADCY9;CCNE2;MSH3;KIT;COL4A3;RARB;BIRC5;PPARG;MET;CEBPA;HDAC2;MGST3;TCF7;GSTT2;XIAP;GSTT1;DLL1;DLL4;TERT;ERBB2;DVL2;FADD;BID;RXRG;GSTM4;GSTM3;GSTM2;EGLN3;GSTM1;FZD4;STAT1;TXNRD2;FZD7;STAT2;PTCH1;PTCH2;FN1;VEGFB;MLH1;ESR1;EPOR;CXCL12;RAD51;GSTA4;CDK4;LPAR6;GSTA3;IL7;TRP53;CDK2;CYCT;GSTM6
KEGG_2019_Mouse,Other glycan degradation,1/18,0.943752860540328,0.9999956867632058,0,0,0.3392163502719069,0.0196375558865324,GBA2
KEGG_2019_Mouse,Malaria,4/49,0.9443216358562584,0.9999956867632058,0,0,0.5122711864406779,0.0293472247700477,GYPC;IL18;CD36;MET
KEGG_2019_Mouse,Human T-cell leukemia virus 1 infection,28/245,0.9462323675277672,0.9999956867632058,0,0,0.7421339271933499,0.0410155962435561,H2-T24;VAC14;H2-T22;H2-BL;ATF6B;CRTC1;XIAP;H2-Q2;H2-Q1;CDC20;XPO1;TERT;CCND1;BUB3;IL15RA;FDPS;CDKN2C;NFYB;NFATC4;CCNA2;ADCY9;CCNE2;ESPL1;CDK4;TRP53;CDK2;SLC25A31;MAD2L1
KEGG_2019_Mouse,Inflammatory mediator regulation of TRP channels,13/127,0.9476879677019504,0.9999956867632058,0,0,0.6565257073319136,0.0352751124035175,CYP2C29;CYP2C38;CYP2C37;CYP2C68;ADCY9;CYP2C23;KLK1B4;CYP2C55;CYP2C54;CYP2C40;CYP2C50;CYP2C70;MAP2K6
KEGG_2019_Mouse,RIG-I-like receptor signaling pathway,6/68,0.9486875246077549,0.9999956867632058,0,0,0.5575349061145883,0.0293685986885037,MAVS;IRF3;TRADD;TBKBP1;FADD;IKBKE
KEGG_2019_Mouse,Circadian rhythm,2/30,0.9488217155577986,0.9999956867632058,0,0,0.4117789392179636,0.0216325445191185,PER2;RORC
KEGG_2019_Mouse,Influenza A,18/168,0.9499182499897854,0.9999956867632058,0,0,0.6905722070844686,0.0354811516339943,FDPS;CIITA;STAT1;STAT2;IL18;OAS1B;HSPA2;TYK2;TICAM1;MAVS;XPO1;IRF3;TNFSF10;CYCT;KPNA2;IKBKE;HSPA1B;MAP2K6
KEGG_2019_Mouse,Type I diabetes mellitus,6/69,0.9532649484550704,0.9999956867632058,0,0,0.5486528396976158,0.0262598410158252,H2-T24;H2-T22;H2-BL;H2-Q2;H2-Q1;HSPD1
KEGG_2019_Mouse,Proteoglycans in cancer,22/203,0.9587842832214236,0.9999956867632058,0,0,0.699143759468769,0.0294263796313862,WNT5B;FZD4;FZD7;PTCH1;RDX;WNT5A;FN1;WNT9B;IHH;NUDT16L1;ESR1;VAV2;SHH;MRAS;TFAP4;CCND1;ERBB3;PLAU;TRP53;CASP3;ERBB2;MET
KEGG_2019_Mouse,Intestinal immune network for IgA production,3/43,0.963279078490692,0.9999956867632058,0,0,0.4322094205354117,0.0161698655350967,IL15RA;CXCL12;AICDA
KEGG_2019_Mouse,Vasopressin-regulated water reabsorption,3/43,0.963279078490692,0.9999956867632058,0,0,0.4322094205354117,0.0161698655350967,DCTN5;ADCY9;DYNLL1
KEGG_2019_Mouse,Arrhythmogenic right ventricular cardiomyopathy (ARVC),6/72,0.9648657264000748,0.9999956867632058,0,0,0.5236215616134205,0.0187280220659488,CACNG6;DES;ACTN3;TCF7;DSG2;DSC2
